sample pop cont Fas.c Fas.w Funi.un.c Funi.un.w Funi.we.c Funi.we.w FROHs.BCFTools.100KB.c FROHs.BCFTools.100KB.w FROHs.PLINK.100KB.c FROHs.PLINK.100KB.w FROHs.BCFTools.1MB.c FROHs.BCFTools.1MB.w FROHs.PLINK.1MB.c FROHs.PLINK.1MB.w
HG00108 GBR EUR 0.0138961828304668 0.160331809207962 0.00434626571910686 0.00902283091343453 0.0043462657199828 0.0600365079340505 0.183552105625 0.183551570625 0.232454375 0.2326609375 0.0177056746875 0.0177056746875 0.005666375 0.005666375
HG00109 GBR EUR 0.00189990936073713 0.150116972732137 -0.0108528471830356 0.00902625237346921 -0.0108528471853819 0.0473536020584944 0.1765190071875 0.1765199709375 0.2257246875 0.22603375 0.011813715 0.011813715 0.00493559375 0.00493559375
HG00110 GBR EUR 0.0399172514351012 0.182488769983595 0.0312912370848702 0.00781238589927267 0.0312912370880449 0.0831191355938979 0.194415650625 0.1944159496875 0.246118125 0.2463334375 0.0340579740625 0.0340579740625 0.01987415625 0.01987415625
HG00111 GBR EUR 0.0203221599898971 0.165803533910357 0.0138478260904792 0.0126375812457571 0.0138478260909001 0.0681332521928391 0.1867163065625 0.1867165865625 0.2413615625 0.24152875 0.0218611884375 0.0218611884375 0.0117560625 0.0117560625
HG00112 GBR EUR 0.0218154160804281 0.167075042668449 0.00802015583947851 0.0134925289655485 0.00802015583963737 0.0633659180786127 0.1918509278125 0.191851835625 0.24288 0.2430559375 0.0234858184375 0.023485959375 0.011902375 0.011902375
HG00113 GBR EUR 0.010492061191514 0.157433196903611 0.00243098645720097 0.0120443485596645 0.00243098645740293 0.0584729321322167 0.1792683971875 0.1792612415625 0.2324296875 0.2326834375 0.0122515540625 0.0122515540625 0.0051811875 0.0051811875
HG00114 GBR EUR 0.0260501061957675 0.170680884696239 0.0167044771489163 0.00590178600764161 0.0167044771467209 0.0707623047824827 0.1883593796875 0.188359105 0.23734 0.237485625 0.022889755625 0.022889755625 0.01133409375 0.01133409375
HG00115 GBR EUR 0.0051417306647191 0.152877386171154 0.000815600689513126 0.00921251603118363 0.000815600689443566 0.0572263491224318 0.1678394078125 0.1678419703125 0.2254240625 0.22558625 0.0069902853125 0.0069902853125 0.002296359375 0.002296359375
HG00116 GBR EUR 0.0126117314688836 0.159238097843941 0.00391330134548536 0.0100786981206112 0.0039133013471398 0.0605598117202064 0.1774384415625 0.1774384715625 0.23498125 0.235079375 0.01003523125 0.01003523125 0.004226625 0.004226625
HG00117 GBR EUR 0.0389927440828821 0.181701551232089 0.0287931410997751 0.0298741344021836 0.0287931411028246 0.0820277713490195 0.1969591415625 0.196957853125 0.2508290625 0.251108125 0.0369407175 0.0369407175 0.01849996875 0.01890134375
HG00118 GBR EUR -0.00458977881843871 0.144590998045358 -0.00751617366905011 0.00644449755339439 -0.00751617367109309 0.0486756135286057 0.1744122846875 0.1743812840625 0.225611875 0.225730625 0.014000161875 0.014000161875 0.004448875 0.004448875
HG00119 GBR EUR 0.0136934236727355 0.160159159622618 0.0107423209801193 0.0150475363972829 0.0107423209800086 0.0663195761249502 0.1780377225 0.1780028521875 0.2325709375 0.2326434375 0.0118720596875 0.0118720596875 0.00277610625 0.00277610625
HG00120 GBR EUR 0.00919691381931684 0.156330377877981 -0.00196804777199766 0.00776509041766058 -0.00196804777216942 0.0585580096070185 0.1818271040625 0.1818271928125 0.229776875 0.229959375 0.0175118475 0.0175118475 0.00610909375 0.00610909375
HG00121 GBR EUR 0.0221125791579253 0.167328077267148 0.00922328360614018 0.00978681967547264 0.00922328360683869 0.0652740443033914 0.1890042165625 0.1890047596875 0.243134375 0.2432303125 0.016779830625 0.016779830625 0.0092805 0.0092805
HG00122 GBR EUR -0.00108009220516556 0.147579499009967 -0.00785109974751258 0.00751362754929456 -0.0078510997485733 0.0494319235675983 0.1705875853125 0.1705880734375 0.224961875 0.22511375 0.00851707875 0.00851707875 0.0039941875 0.0039941875
HG00123 GBR EUR -0.00283702820953065 0.146083466593872 -0.00455762235104041 0.00956775377212682 -0.00455762235107471 0.0516366958527116 0.162847450625 0.16285519 0.222573125 0.22270875 0.0092356146875 0.009235591875 0.0031364375 0.0031364375
HG00125 GBR EUR 0.0137185360454823 0.160180542828143 0.00318201399472614 0.0174191802715005 0.0031820139951598 0.0583638229138941 0.1807455134375 0.18074632 0.2349421875 0.2350396875 0.012654256875 0.012654256875 0.005849875 0.005849875
HG00126 GBR EUR 0.0143128622004791 0.160686612025541 0.00512699978424303 0.0107243862604409 0.00512699978484947 0.0628527897145938 0.1812997025 0.1812996096875 0.2334984375 0.2337175 0.008746849375 0.008746849375 0.002830503125 0.002830503125
HG00127 GBR EUR 0.0258822253335206 0.17053793400746 0.0113723808809987 0.0104986357782157 0.0113723808814365 0.066579798666215 0.18951032875 0.18951034125 0.2379078125 0.2381253125 0.02372251 0.02372251 0.007931875 0.007931875
HG00128 GBR EUR 0.0144398191960319 0.160794716009023 0.00474568195639858 0.00848473969156383 0.00474568195712904 0.0619809471133091 0.1807856615625 0.18078528625 0.233654375 0.233880625 0.011984690625 0.011984690625 0.00576515625 0.00576515625
HG00129 GBR EUR 0.0186224243901206 0.16435620768462 0.0040278777149616 0.0099192014870327 0.00402787771656881 0.0611568438977142 0.1871220290625 0.18712205125 0.239819375 0.2400578125 0.011829731875 0.011829731875 0.006004625 0.006004625
HG00130 GBR EUR 0.00118234656170638 0.149505967433558 -0.0019621923504315 0.00491461705520407 -0.00196219234997484 0.0543064017292374 0.1787947965625 0.178795139375 0.2301465625 0.230248125 0.0134890328125 0.0134890328125 0.0055351875 0.00553521875
HG00131 GBR EUR 0.014822550358443 0.161120611900619 0.00591515330741186 0.00622718159247264 0.00591515330913355 0.06194580070225 0.1784091175 0.1784114534375 0.232390625 0.2326040625 0.01159811625 0.01159811625 0.00639840625 0.00639940625
HG00132 GBR EUR 0.0165571642537016 0.162597637022922 0.00731360803836951 0.00825554954506933 0.00731360803975243 0.0661762064358668 0.181327444375 0.181327289375 0.2363928125 0.2366209375 0.0116868178125 0.0116868178125 0.0059451875 0.0059451875
HG00133 GBR EUR -0.00123355670528187 0.147448823865097 -0.00613418760329198 0.0088416521111665 -0.0061341876046045 0.0523897394119505 0.16889283375 0.1688928321875 0.224485 0.2246521875 0.0109638553125 0.0109638553125 0.00475621875 0.00475621875
HG00136 GBR EUR 0.0177806948591773 0.163639474314277 0.00332921025776615 0.00995710314509876 0.00332921025807582 0.0590226553192411 0.18177081625 0.1817704415625 0.23526875 0.2353921875 0.014201913125 0.014201913125 0.0063349375 0.0063349375
HG00137 GBR EUR 0.0201831118519136 0.165685134309397 -0.00330281934944707 0.00933858294888668 -0.00330281934931064 0.0550817677888507 0.1850283540625 0.1850266475 0.236893125 0.237015 0.0177728740625 0.0177728740625 0.0062039375 0.0062039375
HG00138 GBR EUR 0.0117216373682062 0.158480182003706 0.00245834600274382 0.00759888501994901 0.00245834600321268 0.060113853321796 0.1782961571875 0.1782964559375 0.230545625 0.2306996875 0.0117217621875 0.0117217621875 0.00495425 0.00495425
HG00139 GBR EUR 0.00790734697439573 0.155232310675796 0.00212655725405532 0.00696858745425592 0.00212655725483623 0.0590898404696859 0.1830349409375 0.183033720625 0.2284184375 0.228525625 0.0174683078125 0.0174683078125 0.00459265625 0.00459265625
HG00140 GBR EUR 0.00606995836845474 0.153667772804968 -0.000729067459289093 0.00756587824421607 -0.000729067459398658 0.055563557655887 0.1714964475 0.1714948665625 0.228729375 0.228869375 0.00829224 0.00829224 0.00374696875 0.00374696875
HG00141 GBR EUR -0.00115914967492245 0.147512181511097 -0.00301657647485519 0.00688070715499687 -0.00301657647542192 0.0560784648602192 0.175825824375 0.1758260746875 0.2261721875 0.2264196875 0.013070575625 0.0130707165625 0.0038990625 0.0038990625
HG00142 GBR EUR 0.00298857722368642 0.151043974290128 -0.00682352081407787 0.00454717152837823 -0.00682352081491439 0.0520499676253833 0.178432995625 0.1784329053125 0.225015625 0.2251646875 0.0117288934375 0.0117288934375 0.00616896875 0.00616896875
HG00143 GBR EUR 0.000360613920174267 0.148806261430577 -0.0086446718729449 0.00661876536336375 -0.00864467187518854 0.0501557945253204 0.1721424721875 0.1721424853125 0.2233125 0.2233675 0.0129245975 0.0129245975 0.0058926875 0.0058926875
HG00145 GBR EUR 0.00524497041934189 0.15296529490498 -0.000197129144883552 0.00892393685729993 -0.000197129145256607 0.0559989099206031 0.1750144596875 0.175014271875 0.2252890625 0.225538125 0.013057163125 0.013057163125 0.00460559375 0.00460559375
HG00146 GBR EUR 0.00963545025449975 0.156703792004072 -0.00591841895175517 0.013045628387898 -0.0059184189523243 0.0546731164771778 0.1758939546875 0.1758935125 0.229631875 0.2297009375 0.00890482875 0.00890482875 0.00641475 0.00641475
HG00148 GBR EUR 0.0010023745570243 0.1493527211273 -0.00486107981474942 0.00507958837531693 -0.00486107981453846 0.0542484234930833 0.17038551625 0.1703859734375 0.2243496875 0.22486 0.01133318125 0.01133318125 0.0054243125 0.00542434375
HG00149 GBR EUR 0.00643455281721637 0.153978225270353 0.00149654917958565 0.00833027010761065 0.00149654917949378 0.0602069078973162 0.1805229021875 0.180523350625 0.2315940625 0.2316271875 0.0089603353125 0.0089603353125 0.0036071875 0.0036071875
HG00150 GBR EUR 0.00976519751368831 0.156814271899279 0.00395360168070498 0.0124824215316551 0.00395360168140327 0.0589708889465747 0.1813919103125 0.1813920271875 0.2287246875 0.2288521875 0.01451498875 0.01451498875 0.00705728125 0.00705728125
HG00151 GBR EUR 0.0253432394073529 0.170078987059268 0.0138238713330331 0.00964252173417621 0.0138238713338139 0.0669382974686144 0.1808172475 0.1808172434375 0.2343203125 0.2344765625 0.0093423784375 0.0093423784375 0.00340428125 0.00340428125
HG00154 GBR EUR 0.0211266860056607 0.166488588457696 0.0094972881196001 0.0149771110121732 0.00949728812082521 0.0675286983015293 0.185677895625 0.185678103125 0.239720625 0.2399059375 0.017229104375 0.017229104375 0.00536546875 0.0053655
HG00155 GBR EUR 0.00911971652531939 0.156264644320255 -0.00385210459535594 0.00737857848923256 -0.0038521045946389 0.0539385875042369 0.1773958140625 0.177395593125 0.2327384375 0.23285875 0.008712821875 0.008712821875 0.002971609375 0.002971640625
HG00157 GBR EUR 0.00236541834442625 0.150513354004904 -0.00728963167057531 0.00790426865057588 -0.00728963167129161 0.0496463437388654 0.1742821121875 0.1742817509375 0.2270490625 0.2273240625 0.0098939640625 0.0098939640625 0.002803784375 0.0028038
HG00158 GBR EUR -0.000997779427830219 0.14764958840585 -0.00685989809793834 0.00516702585137238 -0.00685989809959943 0.0484425155340492 0.1697885803125 0.169819451875 0.22292 0.2230109375 0.0074591140625 0.0074591140625 0.00363915625 0.00363915625
HG00159 GBR EUR 0.0104539275884534 0.157400726110039 0.00275137068943955 0.0107046677366617 0.0027513706905741 0.0602648938840638 0.1731339884375 0.17313427625 0.2247821875 0.2250284375 0.0084773034375 0.0084773034375 0.00321565625 0.00321565625
HG00160 GBR EUR 0.0177667435409849 0.163627594755655 0.00846168724797016 0.00895039001366491 0.00846168724950506 0.0665577909348449 0.186389326875 0.1863876678125 0.236375 0.2366009375 0.0149244059375 0.0149244059375 0.004242375 0.004242375
HG00171 FIN EUR 0.0195511171377967 0.165146990303714 0.00698219595580135 0.00993393641193845 0.00698219595596161 0.0558052021825266 0.1854170959375 0.1854166578125 0.239059375 0.239205625 0.01749076375 0.01749076375 0.01097996875 0.01097996875
HG00173 FIN EUR 0.0143426250126233 0.160711955083943 0.00481459676823394 0.00599207970389981 0.00481459676884379 0.0529529008628317 0.1820727484375 0.1820726934375 0.23404 0.2341775 0.0099195696875 0.0099195696875 0.0048863125 0.0048863125
HG00174 FIN EUR 0.00860165757643916 0.155823516710007 -0.00228097552646496 0.00661971884487521 -0.00228097552729069 0.0507094354001341 0.1803161284375 0.180285230625 0.232165625 0.2323053125 0.0113865628125 0.0113865628125 0.004549625 0.004549625
HG00176 FIN EUR 0.00203709732296346 0.15023378839194 0.00397491700949926 0.0176283194965491 0.00397491700999273 0.0513330196876533 0.17440160125 0.1744020509375 0.2297828125 0.2300834375 0.0130369471875 0.0130369471875 0.00497909375 0.00497909375
HG00177 FIN EUR 0.0343739276733104 0.17776862535684 0.0216586159509555 0.010384674806344 0.0216586159506494 0.0642527925606988 0.1940753090625 0.194075378125 0.244916875 0.245056875 0.021715254375 0.021715254375 0.011676375 0.011676375
HG00178 FIN EUR 0.00891881754334758 0.156093578676068 0.00603102440451556 0.0104461837658368 0.00603102440523401 0.0544656457411911 0.1799676265625 0.179967369375 0.23432875 0.2344765625 0.0110288528125 0.0110288528125 0.00553575 0.00553575
HG00179 FIN EUR 0.00704469046616502 0.154497757967524 0.0031671269517592 0.010576202498889 0.00316712695210275 0.0505356498510543 0.1820388703125 0.1820391296875 0.2327421875 0.23298 0.01557360625 0.01557360625 0.005463625 0.005463625
HG00180 FIN EUR 0.0184577988354499 0.164216028892847 0.0158972784622244 0.0108196647572821 0.015897278461485 0.0625846860850657 0.1871393821875 0.1871392459375 0.2389384375 0.23908125 0.01826690125 0.01826686625 0.0095266875 0.0095266875
HG00181 FIN EUR -0.0136381387541075 0.136886312306864 -0.00237309917001689 0.0087719448449682 -0.00237309917064691 0.0444577251617887 0.1644661634375 0.16446668625 0.218605625 0.2186953125 0.00769496 0.00769496 0.00431846875 0.00431846875
HG00182 FIN EUR 0.00582441516826773 0.153458692573175 0.00522647070066321 0.013304262708779 0.00522647070128973 0.0520117394834135 0.17689125875 0.1768894684375 0.229028125 0.229199375 0.01310854125 0.01310854125 0.00646146875 0.00646146875
HG00183 FIN EUR 0.0158768049698506 0.162018310547339 0.0127295015329531 0.0111362465580732 0.0127295015324795 0.0598401286138212 0.1827427609375 0.182743435625 0.23583375 0.23604125 0.018929545625 0.0189295478125 0.00983434375 0.00983434375
HG00185 FIN EUR 0.00172923823484997 0.149971646131632 0.00565989780466319 0.0115431429258619 0.00565989780703891 0.0519285847885201 0.1799861428125 0.17998639125 0.230709375 0.230815 0.0193241990625 0.0193241990625 0.01016371875 0.01016375
HG00186 FIN EUR 0.0191683859753833 0.164821094412118 0.0153024140245773 0.00808870426780459 0.0153024140248998 0.0616320373769162 0.1846420009375 0.1846419971875 0.2394659375 0.2396575 0.02041628375 0.02041628375 0.012324875 0.012324875
HG00187 FIN EUR 0.0122122587246398 0.158897946481997 0.0150690865081352 0.00976411744369297 0.0150690865097623 0.0593866891526811 0.17924689875 0.1792470725 0.23504875 0.2353075 0.01748672 0.01748672 0.01023509375 0.01023509375
HG00188 FIN EUR 0.0118592903743707 0.158597393648803 0.00949425074394099 0.0105032705359356 0.00949425074202917 0.0580453832916528 0.1780616003125 0.1780619640625 0.232689375 0.232871875 0.00874331 0.00874331 0.004780875 0.004780875
HG00189 FIN EUR 0.0113761097209749 0.158185964935107 0.00386660696938248 0.0051786299166686 0.00386660696957896 0.0506467683712175 0.18282826875 0.182859965 0.2330934375 0.2332940625 0.0140662440625 0.0140662440625 0.00475690625 0.00475690625
HG00190 FIN EUR 0.0109245520554781 0.157801463220963 0.00217563563231739 0.00588616080177699 0.00217563563232962 0.0526986864551664 0.181843293125 0.1818430646875 0.2369540625 0.23728 0.013553066875 0.013553066875 0.008334875 0.008334875
HG00231 GBR EUR 0.0107138871507732 0.157622081885735 -0.000154249537744775 0.0118458981098667 -0.000154249537774178 0.0564692618096263 0.17609117625 0.17609101125 0.23090125 0.2311215625 0.010797556875 0.010797556875 0.006646875 0.006646875
HG00232 GBR EUR 0.0177123334000344 0.163581264477016 0.00391150871906153 0.00609843622957322 0.00391150871986132 0.0602657054819339 0.181876111875 0.181876276875 0.2377490625 0.2378890625 0.01055117 0.01055117 0.00530515625 0.00530515625
HG00233 GBR EUR 0.00492409010091687 0.152692065056619 0.00101048250366307 0.00460052231513265 0.00101048250380541 0.058800589108324 0.1780468178125 0.178046925625 0.22977875 0.2298303125 0.010342955625 0.010342955625 0.00620303125 0.00620303125
HG00234 GBR EUR 0.0095350007635127 0.156618259181978 0.0028797614879029 0.0090162757178839 0.00287976148818369 0.060485435917028 0.1806259409375 0.180626351875 0.2303253125 0.2303921875 0.0145088909375 0.0145088909375 0.0071363125 0.0071363125
HG00235 GBR EUR 0.0156596294499888 0.161833385418085 0.00524199538936931 0.0128666783951458 0.00524199539029147 0.0612257642320679 0.1798538765625 0.17985372125 0.2294103125 0.2294046875 0.0158393121875 0.0158393121875 0.007561875 0.0079055
HG00236 GBR EUR 0.0147606995144569 0.161067945857385 0.017807068784518 0.00650142833581974 0.017807068786332 0.0725417205377861 0.183664196875 0.183665274375 0.2345853125 0.2347596875 0.032582453125 0.032582453125 0.0199904375 0.0199904375
HG00237 GBR EUR 0.0039684248047346 0.151878315290849 -0.000968646496039039 0.00724900142381621 -0.000968646496098345 0.0564596085244157 0.171183841875 0.1711851040625 0.224474375 0.224705625 0.0122193434375 0.0122193434375 0.00593990625 0.0059399375
HG00238 GBR EUR 0.0042125728731026 0.152086207566772 0.00268644463597165 0.00514953699824764 0.00268644463651048 0.0564241312104637 0.1787776415625 0.1787779309375 0.2298975 0.2299753125 0.016827528125 0.016827528125 0.0077496875 0.0077496875
HG00239 GBR EUR 0.0118179014637339 0.158562150958211 0.00546923796649672 0.0111727031373583 0.00546923796771288 0.0629265965609337 0.1819650184375 0.1819649615625 0.2356815625 0.2358375 0.013427995625 0.013427995625 0.005550875 0.005550875
HG00240 GBR EUR 0.00574907805002744 0.153394542956606 -0.000182742779179471 0.00836456521257942 -0.000182742779204027 0.0572689713764328 0.178560073125 0.178560304375 0.22981375 0.229888125 0.0095778903125 0.0095778903125 0.004824375 0.004824375
HG00242 GBR EUR 0.00459065359611619 0.152408143605491 -0.00210026999755702 0.00566893517683093 -0.00210026999824203 0.0544680827492568 0.1757004746875 0.1757000746875 0.2256925 0.2259090625 0.010600590625 0.010600590625 0.00525790625 0.00525790625
HG00243 GBR EUR 0.00122420051628356 0.149541606109431 -0.00362385418424094 0.0161882788957655 -0.00362385418494787 0.0532518913986352 0.171503394375 0.1715041428125 0.2231396875 0.2232678125 0.0127401234375 0.0127401234375 0.00488278125 0.00488278125
HG00244 GBR EUR 0.00199989380778375 0.150202109568943 -0.00297751996672433 0.0104948452236496 -0.00297751996721021 0.0542758053911334 0.1717144884375 0.171714815625 0.2253528125 0.2256190625 0.00940165125 0.00940165125 0.00473709375 0.00473709375
HG00245 GBR EUR 0.00734743407094061 0.154755544389675 -0.000574143556912451 0.0136453297370045 -0.000574143556949732 0.0558084531610931 0.178315168125 0.178315039375 0.230516875 0.2306434375 0.0143367728125 0.0143367728125 0.00690728125 0.00690728125
HG00246 GBR EUR 0.00417815962156091 0.152056904655501 -0.0051627927752302 0.00758693224866513 -0.00516279277494599 0.0511602852139676 0.17257797 0.1725779421875 0.2277434375 0.227941875 0.010260321875 0.010260321875 0.002533284375 0.002533284375
HG00250 GBR EUR 0.00696702812822714 0.154431628424517 -0.00189810754450652 0.00791014832672475 -0.00189810754433462 0.0550804921044184 0.1745208746875 0.1745226340625 0.22843 0.2285678125 0.01066603 0.01066603 0.0043705 0.0043705
HG00251 GBR EUR -0.00212690611353539 0.146688136127849 -0.00840554261400399 0.00921071560965546 -0.00840554261487365 0.0493623846093371 0.1686373553125 0.168636455 0.222471875 0.2227390625 0.005424755 0.005424755 0.002505353125 0.002505353125
HG00252 GBR EUR 0.020944388781281 0.166333362225 0.0133666051545073 0.0111825649229923 0.0133666051542051 0.0693154238156268 0.1827481490625 0.1827510146875 0.2363790625 0.2365425 0.01087412 0.01087412 0.00480525 0.00480525
HG00253 GBR EUR 0.000281556450417379 0.148738943931708 -0.00632460867450613 0.00773602129471975 -0.00632460867375095 0.053378577223258 0.176193480625 0.17620675125 0.226276875 0.2264765625 0.0169860315625 0.0169860315625 0.005596875 0.005596875
HG00254 GBR EUR 0.00273745349622337 0.150830142234884 -0.000145563115922419 0.00806621380561488 -0.000145563115659702 0.0558620782526393 0.1763685403125 0.1763681078125 0.228040625 0.2283790625 0.0115133015625 0.0115133015625 0.00668028125 0.00668028125
HG00255 GBR EUR 0.0109012998584908 0.157781663956595 0.00628421611772511 0.00994328238462275 0.00628421611856718 0.0625110828104387 0.1858218296875 0.185821935625 0.233909375 0.2341390625 0.018566545625 0.018566484375 0.00640090625 0.006405625
HG00256 GBR EUR 0.0106720331961961 0.157586443209862 0.000379030701785079 0.00822255412632176 0.000379030701795739 0.0590711310113207 0.1757361009375 0.1757357140625 0.2279090625 0.228016875 0.0081009803125 0.0081009803125 0.002813890625 0.002813890625
HG00257 GBR EUR 0.00161297724991337 0.149872649809759 -0.00269305028519404 0.00519048456217807 -0.00269305028581791 0.0535606173126711 0.1749080684375 0.1749079284375 0.2262853125 0.22645875 0.012672514375 0.012672514375 0.00680940625 0.00680940625
HG00258 GBR EUR -0.00364899492832969 0.145392076281931 -0.0102503328450827 0.00630860060483106 -0.010250332848392 0.0483491218305164 0.1731665434375 0.1731671265625 0.22250625 0.22261875 0.0124370490625 0.0124370490625 0.0046283125 0.0046283125
HG00259 GBR EUR -0.00716054171736458 0.142401991376171 -0.0105882981540007 0.00779103425674754 -0.0105882981555999 0.0482578568512352 0.1718613609375 0.1718615121875 0.219260625 0.2195334375 0.012109356875 0.012109356875 0.0057405625 0.0060555625
HG00260 GBR EUR 0.0165306567491358 0.162575065861534 0.00782291963955603 0.00898073779779401 0.00782291964024897 0.0652095761314332 0.1831542321875 0.1831182840625 0.23309375 0.2332796875 0.01399548625 0.01399548625 0.0043014375 0.0043014375
HG00261 GBR EUR 0.0146063049264597 0.16093647874194 0.00845611039151946 0.00893419805281783 0.00845611039252 0.0632944270779981 0.18123981375 0.1812396821875 0.2344496875 0.2347325 0.0101915446875 0.0101915446875 0.00488009375 0.00488009375
HG00262 GBR EUR 0.00655592928549087 0.154081577430383 -0.00267706841598837 0.00774387413858017 -0.00267706841670488 0.0549064487294706 0.180062145 0.180062179375 0.2267375 0.2269025 0.012113315 0.0121133778125 0.00433909375 0.00433909375
HG00263 GBR EUR 0.0140505774184617 0.160463276323407 0.00158870058707656 0.0100230898446457 0.00158870058682437 0.0601928011843072 0.1803311178125 0.1803339153125 0.2350728125 0.2351628125 0.009072959375 0.009072959375 0.00612221875 0.00612221875
HG00264 GBR EUR 0.00968800021969086 0.15674853834156 0.00850872497360755 0.00420469868505205 0.00850872497488227 0.0633240359272104 0.1757075375 0.1757080146875 0.2305725 0.2307475 0.0132158896875 0.0132158896875 0.00590759375 0.00590759375
HG00265 GBR EUR 0.0198547908304509 0.16540556869644 0.00148692433490478 0.00835906070725626 0.00148692433504561 0.0628550142931254 0.1790331328125 0.179033365625 0.2339071875 0.233974375 0.0099739821875 0.0099739821875 0.00491434375 0.00491434375
HG00266 FIN EUR 0.00608716499422559 0.153682424260603 0.00688762815517108 0.0136240033246812 0.00688762815739505 0.0543268705723442 0.1821215946875 0.1821217121875 0.23228125 0.2324825 0.0159135109375 0.0159135109375 0.0083824375 0.0083824375
HG00267 FIN EUR 0.0181666813291669 0.163968142102887 0.0139770646155468 0.0087136652678773 0.0139770646151938 0.0598510427149785 0.183429814375 0.1834294271875 0.2365421875 0.23668125 0.0120819490625 0.0120819490625 0.0059716875 0.0059716875
HG00268 FIN EUR 0.00793338943502336 0.155254485851896 0.00649380913661185 0.0105913481005035 0.00649380913748174 0.0562991886366938 0.1782750259375 0.1782751284375 0.22959875 0.229635 0.0132257328125 0.0132257328125 0.00533796875 0.00533796875
HG00269 FIN EUR 0.0238909071835206 0.168842325006474 0.0172033245042461 0.0192699185607566 0.0172033245052775 0.0636579041341039 0.1916749890625 0.191707305625 0.237725625 0.2378534375 0.0225496446875 0.0225496525 0.007495 0.00749503125
HG00271 FIN EUR -0.000928952924746838 0.147708194228399 0.00652342126619967 0.0250739515767584 0.00652342126707868 0.0504844219073784 0.18106677 0.181066580625 0.2313471875 0.2314875 0.022790765625 0.022790765625 0.00904396875 0.00904396875
HG00272 FIN EUR 0.0268202189599893 0.171336636332307 0.0238673409872098 0.0103029618885254 0.0238673409875353 0.0652719119411059 0.18826556 0.1882657596875 0.2414353125 0.2415290625 0.0181855278125 0.0181855278125 0.01023865625 0.01023878125
HG00273 FIN EUR 0.00990982617895012 0.156937423323684 0.00957813218698583 0.00750038751086953 0.00957813218686082 0.0587037210825892 0.177234233125 0.177233936875 0.230358125 0.2305184375 0.0115148465625 0.0115148465625 0.0040270625 0.0040270625
HG00274 FIN EUR 0.0189879489267631 0.164667452120573 0.00742098613526767 0.00770347728098083 0.00742098613609319 0.0607202770042621 0.186918809375 0.1869192221875 0.2412278125 0.2414284375 0.018584993125 0.018584993125 0.0097146875 0.0097146875
HG00275 FIN EUR 0.0150783245253035 0.161338403808733 0.00883981869713713 0.0141541884217119 0.00883981869843366 0.0584352538078647 0.178938788125 0.17893938875 0.2343015625 0.23439125 0.0148817884375 0.0148817884375 0.0053708125 0.0053708125
